Ambient Temperature(C): 23.8
Ambient Pressure(in Hg): 
Time(s)	T1(Deg C)	T2(Deg C)	P1(PSI)	P2(PSI)	Mass Flowrate(g/min)
775.70	24.70	26.10	26.30	23.30	0.00
775.80	24.70	26.10	26.70	23.30	0.00
775.90	24.70	25.90	26.60	22.80	0.00
776.00	24.60	26.00	26.60	22.70	0.00
776.10	24.60	26.00	26.60	22.70	0.00
776.20	24.60	26.00	26.60	23.20	0.00
776.30	24.70	26.10	26.40	22.80	0.00
776.40	24.70	26.10	26.90	23.00	0.00
776.50	24.60	25.90	26.70	23.20	0.00
776.60	24.60	26.00	26.60	22.80	0.00
776.70	24.60	26.00	26.40	23.30	0.00
776.80	24.70	26.00	26.40	22.80	0.00
776.90	24.60	26.10	27.00	22.80	0.00
777.00	24.60	26.10	27.00	22.80	0.00
777.10	24.80	26.00	26.90	23.20	0.00
777.20	24.80	26.00	26.70	23.20	0.00
777.30	24.80	26.00	26.60	23.00	0.00
777.40	24.70	26.10	26.90	23.30	0.00
777.50	24.70	26.10	26.40	23.30	0.00
777.60	24.50	25.80	26.90	23.00	0.00
777.70	24.70	26.10	26.40	23.20	0.00
777.80	24.70	26.10	26.40	23.00	0.00
777.90	24.70	26.00	26.40	23.00	0.00
778.00	24.70	26.00	26.70	23.30	0.00
778.10	24.80	25.90	26.70	23.00	0.00
778.20	24.60	26.00	26.60	23.00	0.00
778.30	24.70	26.00	26.30	23.60	0.00
778.40	24.70	26.00	26.70	23.20	0.00
778.50	24.60	25.90	26.30	23.20	0.00
778.60	24.60	25.90	26.40	22.80	0.00
778.70	24.60	25.90	26.40	23.30	0.00
778.80	24.60	26.00	26.40	23.30	0.00
778.90	24.70	26.00	26.70	23.00	0.00
779.00	24.70	26.00	26.30	23.00	0.00
779.10	24.60	25.90	25.60	22.80	0.00
779.20	24.50	25.80	26.70	22.80	0.00
779.30	24.50	25.80	26.40	23.20	0.00
779.40	24.70	26.00	26.60	23.30	0.00
779.50	24.70	25.90	26.70	21.90	0.00
779.60	24.70	25.90	26.40	22.80	0.00
779.70	24.70	26.00	26.40	22.80	0.00
779.80	24.80	25.90	26.60	23.00	0.00
779.90	24.80	25.90	26.40	22.70	0.00
780.00	24.50	26.10	26.40	23.20	0.00
780.10	24.70	26.00	26.70	22.70	0.00
780.20	24.70	26.00	26.30	23.20	0.00
780.30	24.60	26.00	26.60	23.20	0.00
780.40	24.50	25.90	26.30	23.30	0.00
780.50	24.50	25.90	26.90	23.50	0.00
780.60	24.60	26.00	26.90	23.50	0.00
780.70	24.70	26.00	26.60	22.80	0.00
780.80	24.70	26.00	26.90	23.00	0.00
780.90	24.70	26.00	26.40	23.20	0.00
781.00	24.70	26.00	26.90	22.50	0.00
781.10	24.70	26.00	26.30	22.80	0.00
781.20	24.60	26.10	26.90	23.00	0.00
781.30	24.60	26.00	26.60	23.00	0.00
781.40	24.60	26.00	26.60	22.70	0.00
781.50	24.60	26.00	26.60	22.70	0.00
781.60	24.90	26.00	26.70	22.80	0.00
781.70	24.90	26.00	26.60	23.20	0.00
781.80	24.70	25.90	26.60	23.20	0.00
781.90	24.60	25.90	26.70	22.80	0.00
782.00	24.60	25.90	26.90	23.30	0.00
782.10	24.70	26.10	26.10	23.00	0.00
782.20	24.70	26.10	26.10	23.00	0.00
782.30	24.70	26.10	26.30	23.20	0.00
782.40	24.80	26.10	26.30	23.20	0.00
782.50	24.80	26.10	26.60	22.80	0.00
782.60	24.60	26.00	26.70	21.90	0.00
782.70	24.80	26.10	27.00	23.00	0.00
782.80	24.80	26.10	26.60	23.80	0.00
782.90	24.70	25.90	26.10	23.00	0.00
783.00	24.70	26.00	26.30	23.20	0.00
783.10	24.70	26.00	26.30	23.30	0.00
783.20	24.60	26.00	26.60	23.00	0.00
783.30	24.60	25.90	26.60	23.00	0.00
783.40	24.60	25.90	26.60	23.00	0.00
783.50	24.70	26.10	26.60	23.00	0.00
783.60	24.70	25.90	26.90	22.80	0.00
783.70	24.70	25.90	26.40	22.80	0.00
783.80	24.90	26.00	26.40	23.20	0.00
783.90	24.50	26.00	26.40	23.20	0.00
784.00	24.50	26.00	27.00	23.00	0.00
784.10	24.50	25.90	26.40	23.20	0.00
784.20	24.60	26.00	26.40	23.20	0.00
784.30	24.60	26.00	26.70	23.30	0.00
784.40	24.70	25.90	26.90	23.30	0.00
784.50	24.60	25.90	26.40	22.80	0.00
784.60	24.60	25.90	26.60	23.20	0.00
784.70	24.80	26.00	25.90	23.20	0.00
784.80	24.70	26.00	26.30	23.20	0.00
784.90	24.70	26.00	26.60	23.00	0.00
785.00	24.60	25.80	26.30	23.20	0.00
785.10	24.70	25.90	26.40	23.20	0.00
785.20	24.70	25.80	26.60	23.00	0.00
785.30	24.70	25.80	26.40	23.30	0.00
785.40	24.60	25.90	26.10	22.80	0.00
785.50	24.70	25.90	26.10	22.80	0.00
785.60	24.70	25.90	26.30	23.00	0.00
785.70	24.60	26.00	26.30	23.30	0.00
785.80	24.60	26.00	26.40	23.00	0.00
785.90	24.80	26.10	26.40	23.00	0.00
786.00	24.70	26.00	26.60	23.30	0.00
786.10	24.80	25.90	26.40	23.00	0.00
786.20	24.80	25.90	26.70	23.50	0.00
786.30	24.60	26.00	26.60	23.20	0.00
786.40	24.70	25.90	26.60	22.70	0.00
786.50	24.70	25.90	26.30	23.30	0.00
786.60	24.50	25.90	26.60	23.00	0.00
786.70	24.70	26.00	26.90	22.80	0.00
786.80	24.70	26.00	26.90	22.80	0.00
786.90	24.70	26.00	26.40	23.00	0.00
787.00	24.60	26.00	26.60	23.20	0.00
787.10	24.60	26.00	26.60	23.30	0.00
787.20	24.50	26.00	26.70	23.30	0.00
787.30	24.70	26.00	26.40	23.00	0.00
787.40	24.70	26.00	26.70	23.30	0.00
787.50	24.80	26.00	26.30	23.30	0.00
787.60	24.40	26.00	26.30	23.30	0.00
787.70	24.40	26.00	26.30	23.30	0.00
787.80	24.60	26.00	26.60	22.10	0.00
787.90	24.70	26.10	26.60	23.20	0.00
788.00	24.70	25.90	26.90	23.00	0.00
788.10	24.70	25.90	26.40	23.30	0.00
788.20	24.60	26.00	26.40	23.00	0.00
788.30	24.60	25.90	26.70	23.20	0.00
788.40	24.60	25.90	26.60	23.00	0.00
788.50	24.70	25.90	26.60	23.20	0.00
788.60	24.70	25.90	26.60	23.20	0.00
788.70	24.70	25.90	26.60	23.20	0.00
788.80	24.70	25.90	26.40	23.20	0.00
788.90	24.70	26.00	26.60	23.20	0.00
789.00	24.70	26.00	26.30	23.30	0.00
789.10	24.80	25.90	26.40	22.70	0.00
789.20	24.70	25.80	26.60	23.30	0.00
789.30	24.70	25.80	26.70	22.80	0.00
789.40	24.60	25.90	26.30	22.80	0.00
789.50	24.40	25.90	26.30	22.80	0.00
789.60	24.40	25.90	26.60	23.00	0.00
789.70	24.70	26.00	26.30	23.00	0.00
789.80	24.60	26.10	26.60	23.20	0.00
789.90	24.60	26.10	26.70	23.30	0.00
790.00	24.70	26.00	26.40	23.50	0.00
790.10	24.60	26.00	26.60	23.30	0.00
790.20	24.60	26.00	26.30	23.30	0.00
790.30	24.60	25.80	26.30	23.30	0.00
790.40	24.60	26.00	26.30	23.20	0.00
790.50	24.60	26.00	26.40	23.30	0.00
790.60	24.70	25.90	26.60	23.00	0.00
790.70	24.80	26.00	26.60	23.50	0.00
790.80	24.80	26.00	26.70	23.00	0.00
790.90	24.70	25.90	26.60	23.20	0.00
791.00	24.80	25.90	25.90	23.20	0.00
791.10	24.80	25.90	26.60	22.80	0.00
791.20	24.60	26.00	26.60	22.80	0.00
791.30	24.50	26.00	26.90	23.20	0.00
791.40	24.50	26.00	26.70	23.20	0.00
791.50	24.50	25.90	26.40	23.30	0.00
791.60	24.50	25.90	26.60	23.00	0.00
791.70	24.70	26.00	26.60	22.80	0.00
791.80	24.80	26.10	26.40	23.30	0.00
791.90	24.80	26.10	26.40	23.50	0.00
792.00	24.70	26.00	26.40	23.30	0.00
792.10	24.70	25.90	26.40	23.30	0.00
792.20	24.80	25.90	26.60	23.30	0.00
792.30	24.80	25.90	25.90	23.20	0.00
792.40	24.70	26.00	26.30	23.30	0.00
792.50	24.60	25.90	26.30	23.60	0.00
792.60	24.60	25.90	26.60	23.30	0.00
792.70	24.70	26.00	26.10	23.20	0.00
792.80	24.80	25.90	26.30	23.20	0.00
792.90	24.80	25.90	26.60	23.20	0.00
793.00	24.60	26.00	26.60	23.20	0.00
793.10	24.60	25.90	26.10	23.20	0.00
793.20	24.60	25.90	26.10	22.80	0.00
793.30	24.70	26.10	26.40	23.00	0.00
793.40	24.80	26.00	26.30	23.50	0.00
793.50	24.80	26.00	26.40	23.20	0.00
793.60	24.70	26.00	26.30	23.30	0.00
793.70	24.80	26.00	26.60	22.80	0.00
793.80	24.80	26.00	26.70	23.20	0.00
793.90	24.70	26.00	26.70	23.20	0.00
794.00	24.60	26.00	26.40	23.30	0.00
794.10	24.60	26.00	26.10	23.20	0.00
794.20	24.80	26.00	26.60	23.20	0.00
794.30	24.70	26.00	26.10	23.50	0.00
794.40	24.70	26.00	26.10	23.20	0.00
794.50	24.70	26.00	26.70	23.20	0.00
794.60	24.80	26.00	26.30	23.30	0.00
794.70	24.80	26.00	26.30	23.30	0.00
794.80	24.70	25.90	26.30	23.30	0.00
794.90	24.70	25.90	26.70	23.20	0.00
795.00	24.70	26.00	26.40	23.30	0.00
795.10	24.60	25.80	26.60	23.20	0.00
795.20	24.60	25.80	26.40	23.30	0.00
795.30	24.60	25.90	26.10	23.30	0.00
795.40	24.60	25.90	26.60	23.20	0.00
795.50	24.60	25.90	26.30	23.20	0.00
795.60	24.80	26.00	26.40	23.30	0.00
795.70	24.60	25.90	26.60	23.50	0.00
795.80	24.60	25.90	26.10	23.20	0.00
795.90	24.80	26.10	26.60	23.30	0.00
796.00	24.80	26.10	26.40	23.20	0.00
796.10	24.70	26.00	26.60	23.50	0.00
796.20	24.60	25.90	25.60	23.00	0.00
796.30	24.60	25.90	26.40	23.30	0.00
796.40	24.70	25.90	26.40	23.80	0.00
796.50	24.60	25.90	26.70	23.20	0.00
796.60	24.60	25.90	26.30	23.20	0.00
796.70	24.80	25.90	26.40	23.30	0.00
796.80	24.70	25.80	25.60	23.20	0.00
796.90	24.70	25.80	26.30	23.00	0.00
797.00	24.70	25.90	26.30	23.30	0.00
797.10	24.80	26.10	26.30	22.80	0.00
797.20	24.80	26.10	26.40	23.20	0.00
797.30	24.80	25.90	26.30	23.30	0.00
797.40	24.80	25.90	26.30	23.30	0.00
797.50	24.50	25.90	26.60	23.20	0.00
797.60	24.60	25.90	26.70	23.30	0.00
797.70	24.60	26.00	26.70	23.50	0.00
797.80	24.60	26.00	26.60	23.50	0.00
797.90	24.70	25.90	26.60	23.30	0.00
798.00	24.70	26.00	26.60	23.50	0.00
798.10	24.70	26.00	26.40	23.20	0.00
798.20	24.50	26.00	26.70	23.60	0.00
798.30	24.70	26.00	26.40	22.80	0.00
798.40	24.70	26.00	26.40	23.30	0.00
798.50	24.70	25.90	26.40	23.60	0.00
798.60	24.70	26.10	26.30	23.20	0.00
798.70	24.70	26.10	26.30	23.30	0.00
798.80	24.90	26.10	26.10	22.80	0.00
798.90	24.70	25.90	26.10	23.30	0.00
799.00	24.70	25.90	26.40	23.30	0.00
799.10	24.70	25.90	26.60	23.20	0.00
799.20	24.70	25.90	26.60	23.20	0.00
799.30	24.70	25.90	26.70	23.50	0.00
799.40	24.70	25.90	26.30	23.00	0.00
799.50	24.70	25.90	25.90	23.00	0.00
799.60	24.60	26.00	26.40	23.60	0.00
799.70	24.60	25.80	26.40	23.20	0.00
799.80	24.60	25.80	26.40	23.20	0.00
799.90	24.70	25.90	26.40	23.30	0.00
800.00	24.80	26.00	26.40	23.00	0.00
800.10	24.80	26.00	26.40	23.00	0.00
800.20	24.70	26.10	25.90	23.20	0.00
800.30	24.80	25.90	26.30	23.30	0.00
800.40	24.80	25.90	26.30	23.80	0.00
800.50	24.60	25.90	26.40	23.30	0.00
800.60	24.60	25.90	26.30	23.20	0.00
800.70	24.60	26.00	26.40	23.50	0.00
800.80	24.70	26.00	26.40	23.30	0.00
800.90	24.70	26.00	26.60	23.30	0.00
801.00	24.60	25.90	26.60	23.30	0.00
801.10	24.80	26.00	26.30	23.30	0.00
801.20	24.80	26.00	26.30	23.20	0.00
801.30	24.70	25.90	26.60	23.30	0.00
801.40	24.50	25.90	26.70	23.30	0.00
801.50	24.50	25.90	26.10	23.00	0.00
801.60	24.70	26.00	26.30	23.30	0.00
801.70	24.70	25.80	26.30	23.50	0.00
801.80	24.70	25.80	26.60	23.20	0.00
801.90	24.60	25.90	26.60	23.20	0.00
802.00	24.70	26.00	26.40	23.00	0.00
802.10	24.70	26.00	26.30	23.60	0.00
802.20	24.70	25.70	26.70	23.60	0.00
802.30	24.70	25.80	26.70	23.30	0.00
802.40	24.70	25.80	26.30	23.50	0.00
802.50	24.60	26.00	26.30	23.30	0.00
802.60	24.70	26.00	26.10	23.60	0.00
802.70	24.70	26.00	26.10	22.80	0.00
802.80	24.60	25.90	26.30	23.30	0.00
802.90	24.60	26.00	26.10	23.60	0.00
803.00	24.80	26.00	25.90	23.30	0.00
803.10	24.80	26.00	26.40	23.30	0.00
803.20	24.70	26.00	26.40	23.50	0.00
803.30	24.70	25.90	26.30	23.50	0.00
803.40	24.70	25.90	26.40	23.20	0.00
803.50	24.50	25.90	26.40	23.20	0.00
803.60	24.80	25.90	26.40	23.20	0.00
803.70	24.80	25.90	26.60	23.20	0.00
803.80	24.80	25.90	26.70	23.50	0.00
803.90	24.60	25.90	26.10	23.50	0.00
804.00	24.60	25.90	26.90	22.40	0.00
804.10	24.80	25.90	25.80	23.30	0.00
804.20	24.60	25.90	26.30	23.30	0.00
804.30	24.60	25.90	26.40	23.50	0.00
804.40	24.60	26.00	26.40	23.20	0.00
804.50	24.60	25.90	26.40	23.20	0.00
804.60	24.60	25.90	26.40	23.30	0.00
804.70	24.60	25.90	25.90	23.50	0.00
804.80	24.60	25.90	26.10	23.50	0.00
804.90	24.60	26.00	26.30	23.20	0.00
805.00	24.50	25.80	26.40	23.00	0.00
805.10	24.50	25.80	26.60	23.50	0.00
805.20	24.70	26.00	26.10	23.00	0.00
805.30	24.60	25.80	26.40	23.60	0.00
805.40	24.80	25.90	26.40	23.60	0.00
805.50	24.80	25.90	26.30	23.60	0.00
805.60	24.50	25.80	26.40	23.30	0.00
805.70	24.60	25.90	26.10	23.20	0.00
805.80	24.60	25.90	26.60	23.30	0.00
805.90	24.50	25.80	26.40	23.00	0.00
806.00	24.70	26.00	25.90	23.00	0.00
806.10	24.70	26.00	26.40	23.80	0.00
806.20	24.70	25.90	26.30	23.00	0.00
806.30	24.70	25.90	26.30	23.00	0.00
806.40	24.70	25.90	26.90	23.20	0.00
806.50	24.80	25.80	25.90	23.20	0.00
806.60	24.80	25.90	26.60	23.50	0.00
806.70	24.80	25.90	26.90	23.60	0.00
806.80	24.60	25.90	25.90	23.90	0.00
806.90	24.70	25.90	26.30	22.80	0.00
807.00	24.80	25.90	26.60	23.60	0.00
807.10	24.80	25.90	26.30	23.30	0.00
807.20	24.70	26.00	26.30	23.30	0.00
807.30	24.70	26.00	26.60	23.30	0.00
807.40	24.60	25.90	26.40	23.50	0.00
807.50	24.70	25.90	26.10	23.30	0.00
807.60	24.70	25.90	26.30	23.20	0.00
807.70	24.60	25.80	26.30	23.50	0.00
807.80	24.70	25.80	26.30	23.20	0.00
807.90	24.70	25.80	26.30	23.30	0.00
808.00	24.50	25.90	25.60	23.50	0.00
808.10	24.50	25.90	25.60	23.50	0.00
808.20	24.80	26.00	26.10	23.60	0.00
808.30	24.70	26.10	26.10	23.20	0.00
808.40	24.70	26.00	26.30	23.50	0.00
808.50	24.70	26.00	26.30	23.50	0.00
808.60	24.70	25.90	26.10	23.30	0.00
808.70	24.80	26.00	26.40	23.30	0.00
808.80	24.80	26.00	26.30	23.50	0.00
808.90	24.60	25.90	26.10	23.20	0.00
809.00	24.60	25.90	26.10	23.20	0.00
809.10	24.60	25.90	26.10	23.20	0.00
809.20	24.60	25.80	26.40	23.30	0.00
809.30	24.80	26.00	26.40	23.20	0.00
809.40	24.80	26.00	26.90	23.60	0.00
809.50	24.80	26.20	26.40	23.30	0.00
809.60	24.70	26.00	26.70	23.50	0.00
809.70	24.70	26.00	26.30	23.30	0.00
809.80	24.70	25.90	26.30	23.30	0.00
809.90	24.60	25.80	26.40	23.30	0.00
810.00	24.70	25.80	26.40	23.30	0.00
810.10	24.70	25.80	26.40	23.80	0.00
810.20	24.90	25.90	26.40	23.50	0.00
810.30	24.70	26.00	26.30	23.50	0.00
810.40	24.70	26.00	26.30	23.20	0.00
810.50	24.70	25.90	26.30	23.30	0.00
810.60	24.70	25.90	26.30	23.50	0.00
810.70	24.60	26.00	26.30	23.50	0.00
810.80	24.60	25.90	26.30	23.30	0.00
810.90	24.60	25.90	26.30	23.50	0.00
811.00	24.90	25.90	26.30	23.50	0.00
811.10	24.60	25.80	26.60	23.30	0.00
811.20	24.60	25.80	25.90	23.50	0.00
811.30	24.70	25.90	25.90	23.90	0.00
811.40	24.80	25.80	26.30	23.50	0.00
811.50	24.80	25.80	26.30	23.50	0.00
811.60	24.60	26.00	26.30	23.50	0.00
811.70	24.60	26.00	26.60	23.60	0.00
811.80	24.60	25.90	25.90	23.50	0.00
811.90	24.80	25.90	26.30	23.50	0.00
812.00	24.80	25.90	26.30	23.50	0.00
812.10	24.60	25.80	26.70	23.30	0.00
812.20	24.70	26.10	26.40	23.50	0.00
812.30	24.60	25.90	26.90	23.50	0.00
812.40	24.60	25.90	26.40	23.30	0.00
812.50	24.60	25.90	26.40	23.30	0.00
812.60	24.60	25.90	26.30	23.30	0.00
812.70	24.60	25.80	26.30	23.30	0.00
812.80	24.90	26.00	26.70	23.80	0.00
812.90	24.70	26.00	26.70	23.30	0.00
813.00	24.70	26.00	26.10	23.30	0.00
813.10	24.70	25.90	26.10	23.60	0.00
813.20	24.70	25.80	26.10	23.50	0.00
813.30	24.70	25.80	26.30	23.50	0.00
813.40	24.70	26.00	26.30	23.50	0.00
813.50	24.70	26.00	26.10	23.50	0.00
813.60	24.80	26.00	26.30	23.60	0.00
813.70	24.70	25.90	26.30	23.30	0.00
813.80	24.70	25.90	26.30	23.50	0.00
813.90	24.80	25.90	26.40	23.60	0.00
814.00	24.80	25.80	26.30	23.50	0.00
814.10	24.80	25.80	26.70	23.60	0.00
814.20	24.60	25.90	26.10	23.30	0.00
814.30	24.60	25.90	26.10	23.30	0.00
814.40	24.60	25.90	26.10	23.50	0.00
814.50	24.80	25.90	26.40	23.80	0.00
814.60	24.80	25.90	26.30	23.50	0.00
814.70	24.80	25.90	26.30	23.60	0.00
814.80	24.60	26.00	26.40	23.30	0.00
814.90	24.60	25.80	26.40	23.50	0.00
815.00	24.70	25.80	26.30	23.50	0.00
815.10	24.70	25.80	26.10	23.30	0.00
815.20	24.70	26.00	26.10	23.30	0.00
815.30	24.70	25.80	26.30	23.20	0.00
815.40	24.70	25.80	25.90	23.60	0.00
815.50	24.70	25.90	26.40	23.30	0.00
815.60	24.70	25.90	26.40	23.30	0.00
815.70	24.70	25.90	26.30	23.50	0.00
815.80	24.70	25.80	26.40	23.80	0.00
815.90	24.60	25.90	26.60	23.80	0.00
816.00	24.60	25.90	26.30	23.50	0.00
816.10	24.70	25.90	26.30	23.50	0.00
816.20	24.70	25.90	26.10	23.80	0.00
816.30	24.80	25.90	26.10	23.50	0.00
816.40	24.60	25.80	26.30	23.30	0.00
816.50	24.60	25.80	26.40	23.50	0.00
816.60	24.60	25.80	26.30	23.50	0.00
816.70	24.60	25.80	26.40	23.50	0.00
816.80	24.70	26.00	26.10	23.30	0.00
816.90	24.80	25.90	25.80	23.30	0.00
817.00	24.80	25.90	25.80	23.30	0.00
817.10	24.70	25.90	26.40	23.50	0.00
817.20	24.90	26.00	26.30	23.50	0.00
817.30	24.90	26.00	26.30	23.30	0.00
817.40	24.80	25.90	25.80	23.20	0.00
817.50	24.80	25.80	26.70	23.60	0.00
817.60	24.60	25.80	26.60	23.90	0.00
817.70	24.60	25.80	26.40	23.30	0.00
817.80	24.60	25.80	25.90	23.30	0.00
817.90	24.70	25.90	25.90	23.30	0.00
818.00	24.70	25.90	26.30	23.30	0.00
818.10	24.90	26.00	26.30	23.30	0.00
818.20	24.60	25.80	26.10	23.30	0.00
818.30	24.60	25.80	26.40	23.90	0.00
818.40	24.80	25.90	26.30	23.20	0.00
818.50	24.70	26.00	26.30	23.60	0.00
818.60	24.70	26.00	26.40	23.30	0.00
818.70	24.70	25.80	26.40	23.30	0.00
818.80	24.80	25.90	26.40	23.50	0.00
818.90	24.80	25.90	26.40	23.60	0.00
819.00	24.70	25.90	26.40	23.30	0.00
819.10	24.70	25.90	26.60	23.50	0.00
819.20	24.80	25.80	26.40	23.60	0.00
819.30	24.80	26.00	26.30	23.60	0.00
819.40	24.80	26.00	25.80	23.60	0.00
819.50	24.80	26.00	26.30	23.50	0.00
819.60	24.70	25.80	26.30	23.50	0.00
819.70	24.70	25.80	25.90	24.10	0.00
819.80	24.60	26.00	26.30	23.20	0.00
819.90	24.60	25.90	26.10	23.60	0.00
820.00	24.60	25.90	26.60	23.50	0.00
820.10	24.70	25.90	25.60	23.50	0.00
820.20	24.70	26.00	26.60	23.30	0.00
820.30	24.70	26.00	26.40	23.50	0.00
820.40	24.60	25.90	26.60	23.50	0.00
820.50	24.80	25.80	26.60	23.50	0.00
820.60	24.80	25.80	26.10	23.50	0.00
820.70	24.60	25.90	26.30	23.50	0.00
820.80	24.60	25.90	25.90	23.60	0.00
820.90	24.60	26.00	26.40	23.60	0.00
821.00	24.60	25.80	26.40	23.30	0.00
821.10	24.60	25.80	25.90	23.80	0.00
821.20	24.70	25.90	26.30	23.50	0.00
821.30	24.80	26.00	26.10	23.50	0.00
821.40	24.80	26.00	26.10	23.50	0.00
821.50	24.80	25.90	26.30	23.60	0.00
821.60	24.80	25.90	25.90	23.30	0.00
821.70	24.80	25.90	26.40	23.90	0.00
821.80	24.60	25.90	26.30	23.50	0.00
821.90	24.60	25.90	26.70	23.30	0.00
822.00	24.50	25.80	26.10	23.00	0.00
822.10	24.80	25.90	26.40	23.60	0.00
822.20	24.80	25.90	26.10	23.60	0.00
822.30	24.50	25.80	26.10	23.60	0.00
822.40	24.60	25.90	26.30	23.50	0.00
822.50	24.60	25.90	26.30	23.60	0.00
822.60	24.60	25.80	26.30	23.60	0.00
822.70	24.80	25.90	26.30	23.50	0.00
822.80	24.80	25.90	26.40	23.50	0.00
822.90	24.70	25.70	26.30	23.60	0.00
823.00	24.70	25.90	26.60	23.30	0.00
823.10	24.70	25.90	26.40	23.80	0.00
823.20	24.50	25.70	26.40	23.60	0.00
823.30	24.70	25.80	26.60	23.20	0.00
823.40	24.70	25.80	26.40	23.60	0.00
823.50	24.70	25.80	26.10	23.80	0.00
823.60	24.70	25.80	26.10	23.60	0.00
823.70	24.80	26.10	26.40	23.60	0.00
823.80	24.70	25.90	26.30	23.60	0.00
823.90	24.70	25.90	26.10	23.20	0.00
824.00	24.70	25.90	26.10	23.20	0.00
824.10	24.70	25.90	26.10	23.30	0.00
824.20	24.70	25.90	26.30	23.80	0.00
824.30	24.80	26.00	26.30	23.30	0.00
824.40	24.60	25.90	26.30	23.60	0.00
824.50	24.60	25.90	26.10	23.80	0.00
824.60	24.80	25.90	26.40	23.50	0.00
824.70	24.80	25.90	26.10	23.80	0.00
824.80	24.90	25.90	26.40	23.00	0.00
824.90	24.70	25.90	26.40	23.00	0.00
825.00	24.70	25.90	26.30	23.80	0.00
825.10	24.50	25.90	26.10	23.30	0.00
825.20	24.60	25.80	26.30	23.60	0.00
825.30	24.80	25.90	26.30	23.60	0.00
825.40	24.80	25.90	26.10	23.50	0.00
825.50	24.60	25.90	25.90	23.80	0.00
825.60	24.60	25.90	26.70	23.50	0.00
825.70	24.80	25.90	25.30	23.60	0.00
825.80	24.70	25.90	25.30	23.60	0.00
825.90	24.70	25.90	26.60	23.60	0.00
826.00	24.80	25.80	26.10	23.30	0.00
826.10	24.80	25.80	25.80	23.80	0.00
826.20	24.70	25.80	26.60	23.90	0.00
826.30	24.70	25.80	26.30	23.60	0.00
826.40	24.70	25.80	25.90	23.50	0.00
826.50	24.60	25.80	26.10	23.60	0.00
826.60	24.60	25.90	26.30	23.50	0.00
826.70	24.60	25.90	26.30	23.50	0.00
826.80	24.80	25.90	26.30	23.20	0.00
826.90	24.80	25.80	26.70	23.50	0.00
827.00	24.80	25.80	26.30	23.60	0.00
827.10	24.60	25.80	25.90	23.90	0.00
827.20	24.90	25.90	26.10	23.90	0.00
827.30	24.70	25.90	26.30	23.60	0.00
827.40	24.70	25.90	25.90	23.30	0.00
827.50	24.70	25.80	26.30	23.60	0.00
827.60	24.60	25.80	26.30	23.60	0.00
827.70	24.60	25.80	25.80	23.60	0.00
827.80	24.80	25.90	25.90	23.60	0.00
827.90	24.70	25.90	25.90	23.80	0.00
828.00	24.70	25.90	25.90	23.60	0.00
828.10	24.70	25.90	26.30	23.60	0.00
828.20	24.50	25.80	26.40	23.80	0.00
828.30	24.50	25.80	26.30	23.30	0.00
828.40	24.80	25.90	26.60	23.50	0.00
828.50	24.70	25.80	26.60	23.50	0.00
828.60	24.70	25.80	25.90	23.90	0.00
828.70	24.60	25.70	25.90	23.30	0.00
828.80	24.60	25.70	26.10	23.60	0.00
828.90	24.60	25.90	26.60	23.60	0.00
829.00	24.60	25.70	25.90	23.90	0.00
829.10	24.60	25.70	26.30	23.80	0.00
829.20	24.80	25.80	26.30	23.60	0.00
829.30	24.70	25.80	26.30	23.60	0.00
829.40	24.70	25.80	25.90	23.50	0.00
829.50	24.60	25.80	26.10	23.60	0.00
829.60	24.60	25.90	26.30	23.60	0.00
829.70	24.60	25.90	25.80	23.60	0.00
829.80	24.80	26.00	25.80	23.50	0.00
829.90	24.80	25.90	26.10	23.90	0.00
830.00	24.80	25.90	25.80	23.30	0.00
830.10	24.80	25.80	26.10	23.50	0.00
830.20	24.70	25.90	26.10	23.50	0.00
830.30	24.70	25.90	25.80	23.80	0.00
830.40	24.80	25.90	26.40	23.50	0.00
830.50	24.70	25.80	26.40	24.10	0.00
830.60	24.70	25.80	25.90	23.60	0.00
830.70	24.70	25.80	26.60	23.80	0.00
830.80	24.70	25.90	26.40	23.60	0.00
830.90	24.70	25.90	26.10	23.90	0.00
831.00	24.50	25.80	26.40	23.00	0.00
831.10	24.60	25.80	26.40	23.00	0.00
831.20	24.60	25.80	26.30	23.60	0.00
831.30	24.70	25.80	26.40	23.80	0.00
831.40	24.80	25.70	26.60	23.50	0.00
831.50	24.60	25.80	26.60	23.80	0.00
831.60	24.60	25.80	26.30	23.00	0.00
831.70	24.80	26.00	26.30	24.10	0.00
831.80	24.80	26.00	26.10	23.30	0.00
831.90	24.50	25.80	26.30	23.50	0.00
832.00	24.60	25.90	26.30	23.50	0.00
832.10	24.60	25.70	25.90	23.60	0.00
832.20	24.60	25.70	26.10	23.80	0.00
832.30	24.70	25.70	26.10	23.50	0.00
832.40	24.70	25.70	26.10	23.80	0.00
832.50	24.70	25.70	26.30	23.60	0.00
832.60	24.50	25.90	26.30	23.90	0.00
832.70	24.50	25.80	26.30	23.80	0.00
832.80	24.50	25.80	25.80	23.60	0.00
832.90	24.70	25.90	25.80	23.60	0.00
833.00	24.70	25.90	26.30	23.50	0.00
833.10	24.70	25.90	26.30	23.50	0.00
833.20	24.60	25.80	26.10	24.10	0.00
833.30	24.60	25.80	25.80	23.90	0.00
833.40	24.60	25.80	26.10	23.30	0.00
833.50	24.50	25.80	25.90	23.80	0.00
