Ambient Temperature(C): 23.8
Ambient Pressure(in Hg): 
Time(s)	T1(Deg C)	T2(Deg C)	P1(PSI)	P2(PSI)	Mass Flowrate(g/min)
833.60	24.50	25.80	26.30	23.80	0.00
833.70	24.80	25.80	26.10	23.30	0.00
833.80	24.80	25.80	26.10	23.30	0.00
833.90	24.60	25.70	25.90	23.80	0.00
834.00	24.60	25.70	26.40	23.80	0.00
834.10	24.70	25.90	26.40	23.80	0.00
834.20	24.70	25.90	25.80	23.90	0.00
834.30	24.60	25.90	26.10	23.80	0.00
834.40	24.70	25.70	25.80	23.60	0.00
834.50	24.70	25.70	26.30	23.60	0.00
834.60	24.60	25.80	26.10	23.80	0.00
834.70	24.80	25.90	26.30	23.60	0.00
834.80	24.80	25.90	26.40	23.80	0.00
834.90	24.80	26.00	26.40	23.60	0.00
835.00	24.70	25.90	26.10	23.50	0.00
835.10	24.70	25.90	26.30	23.60	0.00
835.20	24.70	25.80	26.10	23.50	0.00
835.30	24.70	25.90	26.30	23.50	0.00
835.40	24.70	25.90	26.30	23.60	0.00
835.50	24.80	25.80	26.40	23.90	0.00
835.60	24.70	25.80	26.70	23.60	0.00
835.70	24.70	25.80	25.90	23.80	0.00
835.80	24.60	25.90	26.30	23.50	0.00
835.90	24.60	25.90	25.80	23.50	0.00
836.00	24.60	25.70	26.40	22.80	0.00
836.10	24.70	25.90	26.40	24.20	0.00
836.20	24.70	25.90	26.40	24.10	0.00
836.30	24.60	25.70	26.40	23.60	0.00
836.40	24.60	25.90	26.40	23.60	0.00
836.50	24.60	25.90	26.30	23.80	0.00
836.60	24.60	25.80	26.10	23.80	0.00
836.70	24.70	25.90	26.10	23.80	0.00
836.80	24.70	25.90	26.10	23.60	0.00
836.90	24.70	25.90	25.90	23.80	0.00
837.00	24.90	25.90	26.30	23.90	0.00
837.10	24.90	25.90	26.40	23.80	0.00
837.20	24.80	25.90	26.30	23.60	0.00
837.30	24.60	25.80	26.30	23.80	0.00
837.40	24.60	25.80	25.80	23.80	0.00
837.50	24.70	26.00	26.40	23.80	0.00
837.60	24.40	25.80	26.30	23.60	0.00
837.70	24.40	25.80	26.10	23.60	0.00
837.80	24.80	25.90	25.30	23.90	0.00
837.90	24.80	25.90	26.10	23.60	0.00
838.00	24.80	25.90	25.80	23.50	0.00
838.10	24.60	25.90	26.30	23.90	0.00
838.20	24.80	25.80	26.30	23.90	0.00
838.30	24.80	25.80	26.30	23.90	0.00
838.40	24.60	25.80	26.40	23.50	0.00
838.50	24.60	25.80	26.10	23.80	0.00
838.60	24.80	25.90	26.40	23.90	0.00
838.70	24.70	25.90	26.10	23.00	0.00
838.80	24.70	25.90	26.10	23.90	0.00
838.90	24.70	25.80	25.90	23.60	0.00
839.00	24.70	25.80	26.10	23.80	0.00
839.10	24.70	25.80	26.10	23.80	0.00
839.20	24.60	25.80	25.90	23.60	0.00
839.30	24.70	25.80	26.40	23.60	0.00
839.40	24.70	25.80	26.60	23.50	0.00
839.50	24.70	25.90	25.90	23.60	0.00
839.60	24.80	25.90	26.40	23.90	0.00
839.70	24.80	25.90	26.10	23.60	0.00
839.80	24.90	25.80	26.40	23.80	0.00
839.90	24.70	25.70	25.80	23.60	0.00
840.00	24.70	25.70	25.80	23.60	0.00
840.10	24.70	25.80	25.80	23.50	0.00
840.20	24.50	25.80	26.30	23.80	0.00
840.30	24.50	25.80	25.90	23.90	0.00
840.40	24.70	25.90	26.30	23.80	0.00
840.50	24.80	26.00	25.90	23.90	0.00
840.60	24.70	25.80	26.30	23.50	0.00
840.70	24.70	25.80	26.30	23.90	0.00
840.80	24.60	25.80	26.10	23.90	0.00
840.90	24.70	25.80	26.10	23.90	0.00
841.00	24.70	25.80	26.10	23.90	0.00
841.10	24.80	25.90	25.90	24.10	0.00
841.20	24.60	25.80	26.40	23.80	0.00
841.30	24.60	25.80	26.30	23.90	0.00
841.40	24.60	25.70	26.30	24.10	0.00
841.50	24.70	25.90	26.60	23.50	0.00
841.60	24.70	25.90	26.40	24.10	0.00
841.70	24.80	25.90	26.40	24.10	0.00
841.80	24.50	25.80	26.30	23.60	0.00
841.90	24.50	25.80	25.90	23.60	0.00
842.00	24.70	25.90	25.80	23.50	0.00
842.10	24.60	25.80	26.40	23.60	0.00
842.20	24.60	25.80	26.10	23.50	0.00
842.30	24.80	25.90	26.10	23.60	0.00
842.40	24.80	25.90	25.90	23.80	0.00
842.50	24.70	25.90	26.40	23.90	0.00
842.60	24.60	25.70	26.40	23.90	0.00
842.70	24.60	25.70	26.40	23.80	0.00
842.80	24.60	25.60	25.90	23.60	0.00
842.90	24.80	25.90	25.90	23.90	0.00
843.00	24.80	25.90	26.30	23.90	0.00
843.10	24.60	25.80	25.80	23.50	0.00
843.20	24.60	25.80	26.10	23.80	0.00
843.30	24.70	25.80	25.80	23.80	0.00
843.40	24.70	25.80	25.80	24.10	0.00
843.50	24.70	25.80	25.80	24.10	0.00
843.60	24.70	25.70	25.90	23.80	0.00
843.70	24.70	25.90	26.30	23.90	0.00
843.80	24.70	25.90	25.60	24.10	0.00
843.90	24.70	25.90	25.80	23.80	0.00
844.00	24.60	25.70	26.30	23.80	0.00
844.10	24.80	25.90	26.10	23.60	0.00
844.20	24.80	25.90	26.10	23.60	0.00
844.30	24.70	25.90	26.10	24.10	0.00
844.40	24.70	25.90	26.10	24.10	0.00
844.50	24.50	25.70	26.10	23.90	0.00
844.60	24.60	25.70	26.10	23.60	0.00
844.70	24.60	25.80	26.10	23.90	0.00
844.80	24.60	25.80	26.30	23.80	0.00
844.90	24.60	25.80	26.30	24.10	0.00
845.00	24.70	25.80	26.30	23.50	0.00
845.10	24.70	25.80	25.80	23.90	0.00
845.20	24.70	25.90	26.10	23.60	0.00
845.30	24.60	25.80	26.10	23.60	0.00
845.40	24.60	25.80	26.40	24.10	0.00
845.50	24.60	25.70	26.30	23.60	0.00
845.60	24.70	25.70	25.90	23.80	0.00
845.70	24.70	25.70	25.60	23.60	0.00
845.80	24.60	25.80	25.80	23.90	0.00
845.90	24.60	25.70	26.10	23.60	0.00
846.00	24.60	25.70	26.30	23.60	0.00
846.10	24.70	25.70	25.90	23.80	0.00
846.20	24.60	25.90	25.80	23.90	0.00
846.30	24.60	25.90	25.90	23.60	0.00
846.40	24.70	25.80	26.10	24.10	0.00
846.50	24.70	25.80	26.30	23.80	0.00
846.60	24.70	25.80	25.90	24.10	0.00
846.70	24.70	25.70	26.10	23.60	0.00
846.80	24.60	25.70	26.10	23.90	0.00
846.90	24.60	25.70	26.30	23.80	0.00
847.00	24.90	25.90	26.30	23.80	0.00
847.10	24.70	25.80	26.40	23.90	0.00
847.20	24.80	25.80	26.30	23.80	0.00
847.30	24.80	25.80	26.10	23.60	0.00
847.40	24.70	25.90	26.10	23.90	0.00
847.50	24.60	25.70	26.10	23.90	0.00
847.60	24.60	25.70	25.90	23.60	0.00
847.70	24.90	25.80	25.80	23.90	0.00
847.80	24.70	25.80	26.30	23.60	0.00
847.90	24.70	25.80	26.30	23.60	0.00
848.00	24.80	25.80	26.70	23.80	0.00
848.10	24.80	25.80	26.10	23.90	0.00
848.20	24.60	25.90	25.80	23.80	0.00
848.30	24.80	25.90	26.30	23.90	0.00
848.40	24.70	25.80	26.10	24.10	0.00
848.50	24.70	25.80	25.80	23.80	0.00
848.60	24.70	25.90	26.40	24.20	0.00
848.70	24.90	25.90	26.40	23.80	0.00
848.80	24.90	25.90	26.40	23.80	0.00
848.90	24.60	25.70	26.30	23.90	0.00
849.00	24.60	25.70	25.80	23.90	0.00
849.10	24.80	25.80	26.40	23.50	0.00
849.20	24.70	25.90	25.90	23.90	0.00
849.30	24.70	25.80	25.80	23.80	0.00
849.40	24.70	25.80	26.10	23.50	0.00
849.50	24.80	25.90	26.10	23.60	0.00
849.60	24.80	25.90	25.90	24.10	0.00
849.70	24.80	25.90	25.90	24.10	0.00
849.80	24.60	25.80	26.40	23.80	0.00
849.90	24.80	25.80	25.90	23.80	0.00
850.00	24.80	25.80	25.80	23.80	0.00
850.10	24.50	25.80	26.10	23.80	0.00
850.20	24.60	25.80	26.30	24.10	0.00
850.30	24.60	25.80	26.30	24.10	0.00
850.40	24.60	25.70	25.80	23.60	0.00
850.50	24.80	25.80	26.10	23.80	0.00
850.60	24.80	25.80	26.10	23.80	0.00
850.70	24.70	25.80	26.10	23.80	0.00
850.80	24.70	25.90	26.40	24.20	0.00
850.90	24.70	25.90	26.30	23.80	0.00
851.00	24.70	25.80	26.30	23.90	0.00
851.10	24.90	26.00	26.30	23.60	0.00
851.20	24.70	25.90	25.80	23.80	0.00
851.30	24.70	25.90	25.90	23.80	0.00
851.40	24.60	25.80	26.10	23.60	0.00
851.50	24.80	25.80	25.80	23.50	0.00
851.60	24.80	25.80	25.90	23.60	0.00
851.70	24.60	25.80	26.10	24.10	0.00
851.80	24.70	25.70	26.10	23.80	0.00
851.90	24.70	25.70	25.80	23.90	0.00
852.00	24.80	25.90	25.60	23.80	0.00
852.10	24.60	25.80	26.10	23.80	0.00
852.20	24.60	25.80	25.90	23.50	0.00
852.30	24.70	25.70	25.90	23.50	0.00
852.40	24.70	25.70	26.40	24.10	0.00
852.50	24.70	25.70	26.10	23.90	0.00
852.60	24.70	25.80	26.40	23.90	0.00
852.70	24.60	25.80	26.30	23.60	0.00
852.80	24.60	25.80	26.30	23.90	0.00
852.90	24.50	25.70	26.30	23.60	0.00
853.00	24.70	26.00	25.80	23.60	0.00
853.10	24.70	26.00	26.30	23.90	0.00
853.20	24.70	25.70	26.30	23.80	0.00
853.30	24.70	25.80	25.60	23.60	0.00
853.40	24.70	25.80	26.10	23.90	0.00
853.50	24.80	25.90	25.80	23.60	0.00
853.60	24.80	26.00	25.80	23.60	0.00
853.70	24.80	26.00	25.80	24.10	0.00
853.80	24.80	25.80	26.10	23.90	0.00
853.90	24.60	25.70	26.10	23.80	0.00
854.00	24.60	25.70	25.90	23.80	0.00
854.10	24.80	25.70	25.90	23.80	0.00
854.20	24.60	25.70	26.10	23.60	0.00
854.30	24.60	25.70	26.40	23.60	0.00
854.40	24.70	25.80	26.10	24.20	0.00
854.50	24.70	25.80	26.30	23.90	0.00
854.60	24.80	25.80	26.30	23.80	0.00
854.70	24.80	25.80	26.40	24.40	0.00
854.80	24.70	25.90	26.40	23.90	0.00
854.90	24.60	25.90	26.30	24.10	0.00
855.00	24.60	25.90	26.30	24.10	0.00
855.10	24.80	25.90	26.30	24.10	0.00
855.20	24.70	25.90	25.80	23.90	0.00
855.30	24.70	25.90	26.30	23.90	0.00
855.40	24.70	25.80	25.90	23.80	0.00
855.50	24.50	25.80	26.10	23.80	0.00
855.60	24.50	25.80	26.40	24.40	0.00
855.70	25.00	25.80	25.90	23.90	0.00
855.80	24.70	25.70	25.80	24.10	0.00
855.90	24.70	25.70	25.80	24.10	0.00
856.00	24.70	25.90	26.10	23.80	0.00
856.10	24.70	25.90	26.40	23.80	0.00
856.20	24.70	25.90	26.40	23.80	0.00
856.30	24.70	25.90	25.90	23.80	0.00
856.40	24.60	25.70	25.80	24.10	0.00
856.50	24.60	25.70	25.90	23.90	0.00
856.60	24.70	25.70	26.10	23.60	0.00
856.70	24.80	25.70	25.90	23.90	0.00
856.80	24.80	25.70	25.90	23.90	0.00
856.90	24.80	25.80	26.30	24.20	0.00
857.00	24.90	25.90	26.10	23.80	0.00
857.10	24.90	25.90	25.90	23.50	0.00
857.20	24.70	25.80	26.10	23.90	0.00
857.30	24.70	25.80	25.60	23.90	0.00
857.40	24.80	25.90	26.10	23.80	0.00
857.50	24.80	25.90	25.90	24.10	0.00
857.60	24.80	25.90	26.30	23.80	0.00
857.70	24.80	25.90	26.30	23.80	0.00
857.80	24.70	25.80	26.30	23.90	0.00
857.90	24.70	25.60	26.10	24.10	0.00
858.00	24.70	25.60	26.10	23.90	0.00
858.10	24.90	25.80	26.40	24.10	0.00
858.20	24.90	25.80	26.10	24.10	0.00
858.30	24.60	25.90	26.30	23.90	0.00
858.40	24.70	25.90	26.10	23.00	0.00
858.50	24.70	25.90	25.90	24.20	0.00
858.60	24.80	25.70	25.90	24.20	0.00
858.70	24.60	25.80	25.60	23.60	0.00
858.80	24.70	25.70	26.30	24.10	0.00
858.90	24.70	25.70	25.90	24.10	0.00
859.00	24.80	25.80	26.10	24.40	0.00
859.10	24.50	25.60	26.10	24.10	0.00
859.20	24.50	25.60	26.10	24.10	0.00
859.30	24.80	25.80	25.80	23.80	0.00
859.40	24.80	25.80	25.90	23.60	0.00
859.50	24.70	25.70	25.80	24.10	0.00
859.60	24.70	25.90	25.60	23.90	0.00
859.70	24.70	25.90	25.00	23.80	0.00
859.80	24.80	25.70	25.90	23.80	0.00
859.90	24.60	25.70	26.40	23.80	0.00
860.00	24.60	25.70	26.10	23.60	0.00
860.10	24.70	25.80	25.80	24.20	0.00
860.20	24.70	25.70	26.30	24.20	0.00
860.30	24.70	25.80	26.30	24.40	0.00
860.40	24.70	25.80	25.80	23.90	0.00
860.50	24.80	25.70	26.10	23.90	0.00
860.60	24.70	25.90	26.10	24.10	0.00
860.70	24.70	25.90	25.90	24.20	0.00
860.80	24.70	25.90	25.80	24.10	0.00
860.90	24.70	25.90	26.40	24.20	0.00
861.00	24.70	25.90	25.60	24.10	0.00
861.10	24.60	25.70	25.90	23.90	0.00
861.20	24.90	25.80	25.90	23.90	0.00
861.30	24.90	25.80	26.30	24.20	0.00
861.40	24.70	25.70	26.10	24.40	0.00
861.50	24.80	25.90	25.90	23.80	0.00
861.60	24.80	25.90	25.90	24.10	0.00
861.70	24.80	25.70	26.60	23.80	0.00
861.80	24.80	25.90	25.90	23.60	0.00
861.90	24.80	25.90	25.50	24.10	0.00
862.00	24.60	25.80	25.90	24.10	0.00
862.10	24.70	25.80	25.90	24.10	0.00
862.20	24.70	25.80	25.90	23.90	0.00
862.30	24.70	25.80	25.90	23.80	0.00
862.40	24.80	25.80	26.10	23.60	0.00
862.50	24.70	25.80	25.80	23.00	0.00
862.60	24.70	25.80	25.50	23.50	0.00
862.70	24.70	25.70	25.90	23.80	0.00
862.80	24.70	25.70	26.40	23.80	0.00
862.90	24.70	25.70	25.80	23.60	0.00
863.00	24.60	25.70	25.80	23.60	0.00
863.10	24.60	25.70	26.10	24.20	0.00
863.20	24.50	25.70	25.90	24.10	0.00
863.30	24.70	25.80	26.10	23.80	0.00
863.40	24.70	25.80	25.80	24.40	0.00
863.50	24.60	25.70	25.60	23.90	0.00
863.60	24.60	25.70	25.50	24.10	0.00
863.70	24.60	25.70	25.90	23.60	0.00
863.80	24.90	25.80	26.30	23.90	0.00
863.90	24.90	25.80	26.30	23.90	0.00
864.00	24.60	25.60	25.80	24.10	0.00
864.10	24.70	25.80	25.60	23.90	0.00
864.20	24.70	25.80	26.10	24.20	0.00
864.30	24.70	25.90	25.90	23.90	0.00
864.40	24.60	25.70	25.90	23.80	0.00
864.50	24.60	25.70	26.10	24.10	0.00
864.60	24.60	25.70	25.80	23.60	0.00
864.70	24.60	25.70	25.80	23.60	0.00
864.80	24.80	25.80	26.10	24.10	0.00
864.90	24.80	25.80	26.10	24.20	0.00
865.00	24.60	25.80	26.10	24.10	0.00
865.10	24.60	25.80	26.10	24.20	0.00
865.20	24.60	25.80	25.80	24.10	0.00
865.30	24.70	25.70	25.90	23.90	0.00
865.40	24.70	25.70	25.90	23.80	0.00
865.50	24.70	25.80	25.80	23.90	0.00
865.60	24.70	25.70	25.80	23.90	0.00
865.70	24.70	25.70	25.90	23.80	0.00
865.80	24.70	25.80	26.10	24.10	0.00
865.90	24.70	25.80	26.10	23.90	0.00
866.00	24.70	25.80	26.30	24.10	0.00
866.10	24.80	25.80	26.40	24.20	0.00
866.20	24.90	25.90	25.80	23.50	0.00
866.30	24.90	25.90	26.10	24.10	0.00
866.40	24.70	25.70	25.90	23.90	0.00
866.50	24.50	25.80	25.90	23.90	0.00
866.60	24.60	25.80	26.10	23.90	0.00
866.70	24.60	25.80	25.90	23.90	0.00
866.80	24.70	25.80	25.80	23.80	0.00
866.90	24.60	25.70	26.10	23.90	0.00
867.00	24.60	25.70	25.30	23.80	0.00
867.10	24.60	25.80	25.30	24.10	0.00
867.20	24.60	25.80	25.80	23.90	0.00
867.30	24.60	25.80	25.90	24.10	0.00
867.40	24.80	25.80	25.80	23.90	0.00
867.50	24.70	25.80	25.90	24.10	0.00
867.60	24.70	25.80	25.90	24.20	0.00
867.70	24.80	25.80	25.90	23.80	0.00
867.80	24.70	26.00	25.90	23.90	0.00
867.90	24.70	26.00	25.90	23.90	0.00
868.00	24.70	25.80	26.30	23.50	0.00
868.10	24.70	25.80	26.40	24.20	0.00
868.20	24.70	25.80	26.10	23.60	0.00
868.30	24.80	25.90	25.90	24.10	0.00
868.40	24.80	25.90	25.90	23.90	0.00
868.50	24.70	25.60	26.10	24.10	0.00
868.60	24.80	25.80	26.40	23.90	0.00
868.70	24.60	25.70	25.90	23.90	0.00
868.80	24.60	25.70	26.30	24.20	0.00
868.90	24.70	25.80	26.10	23.90	0.00
869.00	24.70	25.80	26.10	24.20	0.00
869.10	24.70	25.70	26.10	24.20	0.00
869.20	24.60	25.70	25.90	23.60	0.00
869.30	24.60	25.70	26.10	23.80	0.00
869.40	24.80	25.80	25.60	24.10	0.00
869.50	24.60	25.70	25.90	23.90	0.00
869.60	24.60	25.70	25.80	23.90	0.00
869.70	24.80	25.80	25.80	24.10	0.00
869.80	24.90	25.80	26.30	23.90	0.00
869.90	24.90	25.80	26.30	23.90	0.00
870.00	24.60	25.70	26.30	23.90	0.00
870.10	24.70	25.70	26.30	23.60	0.00
870.20	24.70	25.70	26.10	24.10	0.00
870.30	24.80	25.90	26.10	24.10	0.00
870.40	24.70	25.80	25.90	23.90	0.00
870.50	24.70	25.80	26.10	23.80	0.00
870.60	24.60	25.60	25.80	24.20	0.00
870.70	24.80	25.80	26.10	24.10	0.00
870.80	24.80	25.80	25.90	24.40	0.00
870.90	24.60	25.60	25.90	24.40	0.00
871.00	24.80	25.80	25.60	23.80	0.00
871.10	24.80	25.80	26.40	24.70	0.00
871.20	24.70	25.70	26.30	24.10	0.00
871.30	24.60	25.70	25.90	23.90	0.00
871.40	24.60	25.70	26.10	24.10	0.00
871.50	24.90	25.70	25.90	23.90	0.00
871.60	24.60	25.70	25.90	23.80	0.00
871.70	24.60	25.70	25.90	23.90	0.00
871.80	24.80	25.80	25.90	23.90	0.00
871.90	24.70	25.80	26.10	24.10	0.00
872.00	24.70	25.80	26.30	23.90	0.00
872.10	24.80	25.80	26.30	22.80	0.00
872.20	24.60	25.70	26.10	23.60	0.00
872.30	24.60	25.70	26.10	24.10	0.00
872.40	24.80	25.90	25.90	24.20	0.00
872.50	24.80	25.80	26.30	23.60	0.00
872.60	24.80	25.80	26.10	23.80	0.00
872.70	24.90	25.80	26.10	23.80	0.00
872.80	24.70	25.80	26.30	24.20	0.00
872.90	24.70	25.80	26.30	24.10	0.00
873.00	24.80	25.80	25.80	24.10	0.00
873.10	24.80	25.70	25.90	23.80	0.00
873.20	24.80	25.70	25.90	24.10	0.00
873.30	24.70	25.80	25.80	24.10	0.00
873.40	24.80	25.70	25.50	24.10	0.00
873.50	24.80	25.70	26.30	24.10	0.00
873.60	24.50	25.60	26.30	24.10	0.00
873.70	24.60	25.70	25.60	23.90	0.00
873.80	24.60	25.70	26.10	24.10	0.00
873.90	24.60	25.60	26.10	23.90	0.00
874.00	24.70	25.80	25.80	23.90	0.00
874.10	24.70	25.80	25.50	24.40	0.00
874.20	24.70	25.70	25.50	24.10	0.00
874.30	24.80	25.80	25.90	23.90	0.00
874.40	24.80	25.80	26.10	24.20	0.00
874.50	24.80	25.70	25.60	24.20	0.00
874.60	24.70	25.70	25.80	24.10	0.00
874.70	24.70	25.70	26.10	24.20	0.00
874.80	24.70	25.80	26.40	23.90	0.00
874.90	24.80	25.80	25.60	24.10	0.00
875.00	24.80	25.80	26.30	23.90	0.00
875.10	24.50	25.70	25.90	23.90	0.00
875.20	24.80	25.70	25.80	23.80	0.00
875.30	24.80	25.70	25.90	24.20	0.00
875.40	24.50	25.60	25.90	24.20	0.00
875.50	24.70	25.70	26.40	24.10	0.00
875.60	24.60	25.70	25.60	24.20	0.00
875.70	24.60	25.70	25.80	23.80	0.00
875.80	24.60	25.70	25.90	23.90	0.00
875.90	24.60	25.70	26.10	24.20	0.00
876.00	24.60	25.80	25.80	24.20	0.00
876.10	24.70	25.80	25.80	24.40	0.00
876.20	24.70	25.80	25.90	24.20	0.00
876.30	24.70	25.70	25.90	24.20	0.00
876.40	24.70	25.70	26.40	23.90	0.00
876.50	25.10	25.90	26.10	24.20	0.00
876.60	25.10	25.90	25.80	24.10	0.00
876.70	24.80	25.70	25.90	24.20	0.00
876.80	24.60	25.70	25.90	24.10	0.00
876.90	24.60	25.70	25.90	24.50	0.00
877.00	24.70	25.80	25.60	24.20	0.00
877.10	24.70	25.60	25.60	24.20	0.00
877.20	24.70	25.60	26.10	24.10	0.00
877.30	24.70	25.70	25.90	23.80	0.00
877.40	24.90	25.80	25.90	24.10	0.00
877.50	24.70	25.70	25.80	23.90	0.00
877.60	24.70	25.70	25.80	23.80	0.00
877.70	24.70	25.80	25.90	24.10	0.00
877.80	24.70	25.80	25.80	24.70	0.00
877.90	24.70	25.80	26.10	23.80	0.00
878.00	24.70	25.70	26.10	23.80	0.00
878.10	24.70	25.70	26.10	24.20	0.00
878.20	24.70	25.70	26.10	24.20	0.00
878.30	24.70	25.80	25.90	24.10	0.00
878.40	24.90	25.80	25.80	24.10	0.00
878.50	24.90	25.80	26.10	23.80	0.00
878.60	24.80	25.70	25.90	24.20	0.00
878.70	24.80	25.70	25.90	24.20	0.00
878.80	24.80	25.70	25.80	24.40	0.00
878.90	24.70	25.70	25.80	24.40	0.00
879.00	24.70	25.70	25.90	24.40	0.00
879.10	24.80	25.70	25.80	24.10	0.00
879.20	24.80	25.80	26.10	24.40	0.00
879.30	24.70	25.70	26.10	24.20	0.00
879.40	24.70	25.70	25.90	24.10	0.00
879.50	24.70	25.70	26.30	24.20	0.00
879.60	24.70	25.70	25.90	23.60	0.00
879.70	24.70	25.60	25.80	24.20	0.00
879.80	24.80	25.80	25.80	24.20	0.00
879.90	24.80	25.80	25.80	24.40	0.00
880.00	24.60	25.70	25.90	24.10	0.00
880.10	24.70	25.70	25.50	24.40	0.00
880.20	24.60	25.70	25.50	23.80	0.00
880.30	24.60	25.70	25.80	23.90	0.00
880.40	24.70	25.70	25.80	24.20	0.00
880.50	24.70	25.70	25.90	24.10	0.00
880.60	24.50	25.70	25.60	24.50	0.00
880.70	24.70	25.70	25.60	24.50	0.00
880.80	24.70	25.70	25.80	24.10	0.00
880.90	24.70	25.80	25.80	24.10	0.00
881.00	24.80	25.70	25.60	23.90	0.00
881.10	24.70	25.70	25.90	24.40	0.00
881.20	24.70	25.70	25.90	24.20	0.00
881.30	24.70	25.80	26.30	24.20	0.00
881.40	24.70	25.80	26.40	24.10	0.00
881.50	24.80	25.60	25.80	24.40	0.00
881.60	24.60	25.70	25.80	24.40	0.00
881.70	24.70	25.70	25.50	23.90	0.00
881.80	24.70	25.70	25.50	23.90	0.00
881.90	24.70	25.60	25.90	24.20	0.00
882.00	24.80	25.70	26.30	23.90	0.00
882.10	24.80	25.70	25.90	24.10	0.00
882.20	24.80	25.80	25.80	24.10	0.00
882.30	24.80	25.80	25.80	23.90	0.00
882.40	24.80	25.80	25.90	24.40	0.00
882.50	24.70	25.60	25.90	24.40	0.00
882.60	24.70	25.60	25.90	24.20	0.00
882.70	24.70	25.60	25.60	24.10	0.00
882.80	24.90	25.80	25.90	24.40	0.00
882.90	24.90	25.80	26.10	23.60	0.00
883.00	24.60	25.60	25.80	24.20	0.00
883.10	24.50	25.70	25.90	24.40	0.00
883.20	24.80	25.70	25.90	24.20	0.00
883.30	24.80	25.70	26.30	24.40	0.00
883.40	24.50	25.60	26.30	24.40	0.00
883.50	24.50	25.60	26.10	24.20	0.00
883.60	24.80	25.80	25.80	24.10	0.00
883.70	24.80	25.80	25.90	23.80	0.00
883.80	24.70	25.80	25.90	24.10	0.00
883.90	24.70	25.80	25.80	23.80	0.00
884.00	24.80	25.80	25.90	24.50	0.00
884.10	25.00	25.60	26.30	23.90	0.00
884.20	25.00	25.60	25.90	24.10	0.00
884.30	24.70	25.70	25.90	24.10	0.00
884.40	24.70	25.70	25.50	23.50	0.00
884.50	24.80	25.70	26.10	24.20	0.00
884.60	24.70	25.70	26.10	23.90	0.00
884.70	24.70	25.70	25.60	24.50	0.00
884.80	24.70	25.70	25.80	24.40	0.00
884.90	24.70	25.60	26.30	23.90	0.00
885.00	24.70	25.60	25.80	24.10	0.00
885.10	24.60	25.80	25.90	24.20	0.00
885.20	24.70	25.80	25.90	24.20	0.00
885.30	24.70	25.80	25.60	24.20	0.00
885.40	24.80	25.70	25.90	24.10	0.00
885.50	24.90	25.80	25.60	24.20	0.00
885.60	24.90	25.80	25.90	24.20	0.00
885.70	24.70	25.70	25.90	24.20	0.00
885.80	24.80	25.70	25.80	24.10	0.00
885.90	24.50	25.60	25.90	24.10	0.00
886.00	24.50	25.60	25.60	24.40	0.00
886.10	24.80	25.70	25.60	24.40	0.00
886.20	24.70	25.80	25.80	24.40	0.00
886.30	24.70	25.80	26.30	24.10	0.00
886.40	24.60	25.80	25.80	24.20	0.00
886.50	24.90	25.80	25.50	24.10	0.00
886.60	24.90	25.80	25.90	24.20	0.00
886.70	24.70	25.80	26.10	24.20	0.00
886.80	24.70	25.80	25.90	24.20	0.00
886.90	24.70	25.60	25.60	24.20	0.00
887.00	24.80	25.70	25.60	24.20	0.00
887.10	24.80	25.70	25.90	24.20	0.00
887.20	24.80	25.70	25.90	24.20	0.00
887.30	24.80	25.70	25.90	23.90	0.00
887.40	24.80	25.70	25.80	24.20	0.00
887.50	24.60	25.60	25.80	24.20	0.00
887.60	24.70	25.80	25.80	23.80	0.00
887.70	24.70	25.80	25.60	23.90	0.00
887.80	24.80	25.90	25.80	24.40	0.00
887.90	24.90	25.70	25.80	24.40	0.00
888.00	24.90	25.70	26.10	24.20	0.00
888.10	24.70	25.70	25.60	24.40	0.00
888.20	24.80	25.80	25.90	24.10	0.00
888.30	24.80	25.80	25.80	23.60	0.00
888.40	24.70	25.70	26.10	23.90	0.00
888.50	24.70	25.60	25.60	24.20	0.00
888.60	24.70	25.60	25.30	24.10	0.00
888.70	24.70	25.70	25.90	24.20	0.00
888.80	24.80	25.70	25.90	24.20	0.00
888.90	24.80	25.70	26.10	24.10	0.00
889.00	24.70	25.70	25.80	24.20	0.00
889.10	24.70	25.70	25.90	24.10	0.00
889.20	24.80	25.70	25.80	24.10	0.00
889.30	24.80	25.80	25.80	24.20	0.00
889.40	24.80	25.80	26.10	24.40	0.00
889.50	24.90	25.80	26.10	23.90	0.00
889.60	24.80	25.70	25.80	23.80	0.00
889.70	24.80	25.70	25.80	23.80	0.00
889.80	24.70	25.70	26.10	24.40	0.00
889.90	24.60	25.70	25.90	24.70	0.00
890.00	24.60	25.70	25.60	23.90	0.00
890.10	24.70	25.70	25.60	24.40	0.00
890.20	24.80	25.80	25.60	23.90	0.00
890.30	24.80	25.80	25.80	24.10	0.00
890.40	24.60	25.70	26.10	24.40	0.00
890.50	24.70	25.80	25.80	24.40	0.00
890.60	24.70	25.80	25.80	24.40	0.00
890.70	24.80	25.70	25.60	24.20	0.00
890.80	24.70	25.60	25.80	24.10	0.00
890.90	24.70	25.60	25.90	24.50	0.00
891.00	24.70	25.60	25.80	24.20	0.00
891.10	24.70	25.80	25.80	24.40	0.00
891.20	24.70	25.80	25.80	23.90	0.00
891.30	24.60	25.70	26.10	24.10	0.00
891.40	24.90	25.70	25.90	24.20	0.00
